zinc_id,smiles,ortholog_name,gene_name,affinity,chembldocid,title,reference.pubmed_id,reference.doi,reference.chembl_id,reference.journal,reference.year,pKi_numeric
ZINC000058575694,Cc1[nH]c(-c2ccc(Cl)cc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1,5HT2A_HUMAN,HTR2A,6.98,52205,,20637635.0,,CHEMBL1212860,Bioorg. Med. Chem.,2010.0,6.98
ZINC000072104682,Cc1cccc(N2CCN(CCCNC(=O)c3nc(C(C)C)n(-c4ccccc4)c3C)CC2)c1C,5HT2A_HUMAN,HTR2A,6.98,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.98
ZINC000072104785,Cc1nc(C(=O)NC[C@H](O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1F,5HT2A_HUMAN,HTR2A,6.98,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.98
ZINC000013556869,CN(C)CCc1c[nH]c2sccc12,5HT2A_HUMAN,HTR2A,6.97,15363,,10090793.0,,CHEMBL1132613,J. Med. Chem.,1999.0,6.97
ZINC000038331495,O=C1c2cc(C(F)(F)F)ccc2C[C@@H]2CNCCN12,5HT2A_HUMAN,HTR2A,6.97,74039,,23683593.0,,CHEMBL2396562,Bioorg. Med. Chem. Lett.,2013.0,6.97
ZINC000040937344,NC[C@@H]1c2ccccc2Cc2cc(O)ccc21,5HT2A_HUMAN,HTR2A,6.97,44722,,18847250.0,,CHEMBL1142528,J. Med. Chem.,2008.0,6.97
ZINC000040937346,NC[C@H]1c2ccccc2Cc2cc(O)ccc21,5HT2A_HUMAN,HTR2A,6.97,44722,,18847250.0,,CHEMBL1142528,J. Med. Chem.,2008.0,6.97
ZINC000058568469,Cc1[nH]c(C(C)(C)C)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1,5HT2A_HUMAN,HTR2A,6.97,52205,,20637635.0,,CHEMBL1212860,Bioorg. Med. Chem.,2010.0,6.97
ZINC000072104679,CCCc1nc(C(=O)NC[C@@H](O)CN2CCN(c3cccc(Cl)c3C)CC2)cn1-c1ccc(Cl)cc1,5HT2A_HUMAN,HTR2A,6.97,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.97
ZINC000072106407,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2,5HT2A_HUMAN,HTR2A,6.97,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.97
ZINC000100799598,O=C(CCCN1[C@H]2CC[C@H]1CC(c1ccccc1)C2)c1ccc(F)cc1,5HT2A_HUMAN,HTR2A,6.97,43952,,18595716.0,,CHEMBL1155799,Bioorg. Med. Chem.,2008.0,6.97
ZINC000002383242,NCC1c2ccccc2CCc2ccccc21,5HT2A_HUMAN,HTR2A,6.95,16911,,11931619.0,,CHEMBL1135604,J. Med. Chem.,2002.0,6.95
ZINC000003683831,CN1CCC[C@@H](CN2c3ccccc3Sc3ccccc32)C1,5HT2A_HUMAN,HTR2A,6.96,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.96
ZINC000003683833,CN1CCC[C@H](CN2c3ccccc3Sc3ccccc32)C1,5HT2A_HUMAN,HTR2A,6.96,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.96
ZINC000026380466,c1ccc2c(c1)CCc1ccccc1C21CCNC1,5HT2A_HUMAN,HTR2A,6.96,6841,,15081025.0,,CHEMBL1148436,Bioorg. Med. Chem. Lett.,2004.0,6.96
ZINC000028128496,CCOc1cc2c(cc1Br)[C@H](C)CNCC2,5HT2A_HUMAN,HTR2A,6.96,20859,,15713408.0,,CHEMBL1142018,Bioorg. Med. Chem. Lett.,2005.0,6.96
ZINC000028128502,CCOc1cc2c(cc1Br)[C@@H](C)CNCC2,5HT2A_HUMAN,HTR2A,6.96,20859,,15713408.0,,CHEMBL1142018,Bioorg. Med. Chem. Lett.,2005.0,6.96
ZINC000028394173,O=C(CCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5HT2A_HUMAN,HTR2A,6.96,43952,,18595716.0,,CHEMBL1155799,Bioorg. Med. Chem.,2008.0,6.96
ZINC000028464173,C[C@@H]1CNC[C@H]2Cc3ccc(C#N)cc3N21,5HT2A_HUMAN,HTR2A,6.96,20595,,15975787.0,,CHEMBL1142762,Bioorg. Med. Chem. Lett.,2005.0,6.96
ZINC000035270812,O=C1c2c(cccc2C(F)(F)F)[C@H]2CNCCN12,5HT2A_HUMAN,HTR2A,6.96,35188,,17315987.0,,CHEMBL1142951,J. Med. Chem.,2007.0,6.96
ZINC000035982936,COc1cccc(N2CCN(CCCCNC(=O)c3ccccc3)CC2)n1,5HT2A_HUMAN,HTR2A,6.96,89651,,25343529.0,,CHEMBL3351528,J. Med. Chem.,2014.0,6.96
ZINC000040409296,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CC)c1-3,5HT2A_HUMAN,HTR2A,6.96,44602,,18783955.0,,CHEMBL1144215,Bioorg. Med. Chem.,2008.0,6.96
ZINC000040916836,CCCCCC(=O)Oc1cccc2c1-c1cccc3c1[C@@H](C2)N(CCC)CC3,5HT2A_HUMAN,HTR2A,6.96,44602,,18783955.0,,CHEMBL1144215,Bioorg. Med. Chem.,2008.0,6.96
ZINC000045351854,CC(C)NCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,5HT2A_HUMAN,HTR2A,6.96,49345,,19836247.0,,CHEMBL1152674,Bioorg. Med. Chem.,2009.0,6.96
ZINC000114602147,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2ccccc2c1,5HT2A_HUMAN,HTR2A,6.96,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,6.96
ZINC000138755258,CN(C)[C@@H]1Cc2ccccc2[C@@H](c2cccc(F)c2)C1,5HT2A_HUMAN,HTR2A,6.96,91105,,25703249.0,,CHEMBL3400036,Bioorg. Med. Chem.,2015.0,6.96
ZINC000253668152,C[C@@H]1C[C@@]2(C)CC(=O)[C@H]1[C@H]1C(=O)N(OCCCN3CCN(c4cccc(Cl)c4)CC3)C(=O)[C@@H]12,5HT2A_HUMAN,HTR2A,6.96,46068,,18486277.0,,CHEMBL1152861,Eur. J. Med. Chem.,2009.0,6.96
ZINC000253668160,C[C@@H]1C[C@@]2(C)CC(=O)[C@H]1[C@@H]1C(=O)N(OCCCN3CCN(c4cccc(Cl)c4)CC3)C(=O)[C@@H]12,5HT2A_HUMAN,HTR2A,6.96,46068,,18486277.0,,CHEMBL1152861,Eur. J. Med. Chem.,2009.0,6.96
ZINC000253668167,C[C@@H]1C[C@@]2(C)CC(=O)[C@H]1[C@@H]1C(=O)N(OCCCN3CCN(c4cccc(Cl)c4)CC3)C(=O)[C@H]12,5HT2A_HUMAN,HTR2A,6.96,46068,,18486277.0,,CHEMBL1152861,Eur. J. Med. Chem.,2009.0,6.96
ZINC000253668172,C[C@@H]1C[C@@]2(C)CC(=O)[C@H]1[C@H]1C(=O)N(OCCCN3CCN(c4cccc(Cl)c4)CC3)C(=O)[C@H]12,5HT2A_HUMAN,HTR2A,6.96,46068,,18486277.0,,CHEMBL1152861,Eur. J. Med. Chem.,2009.0,6.96
ZINC000000001522,N=C(N)N/N=C/c1c(Cl)cccc1Cl,5HT2A_HUMAN,HTR2A,6.95,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.95
ZINC000034535385,CSc1cccc2c1C(=O)N1CCNC[C@@H]21,5HT2A_HUMAN,HTR2A,6.95,35188,,17315987.0,,CHEMBL1142951,J. Med. Chem.,2007.0,6.95
ZINC000036270509,CSc1cccc2c1C(=O)N1CCNC[C@H]21,5HT2A_HUMAN,HTR2A,6.95,35188,,17315987.0,,CHEMBL1142951,J. Med. Chem.,2007.0,6.95
ZINC000064528481,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)C)n1,5HT2A_HUMAN,HTR2A,6.95,53537,,20933409.0,,CHEMBL1268978,Bioorg. Med. Chem. Lett.,2010.0,6.95
ZINC000073239714,Fc1ccc(SCCCN2CCC(c3ccc(Cl)cc3)CC2)cc1,5HT2A_HUMAN,HTR2A,6.95,60894,,22245230.0,,CHEMBL1938349,Bioorg. Med. Chem.,2012.0,6.95
ZINC000101099187,Cc1ccccc1C1=CC(NC(C)(C)C)=NCCN1,5HT2A_HUMAN,HTR2A,6.95,34921,,16971119.0,,CHEMBL1139732,Bioorg. Med. Chem. Lett.,2006.0,6.95
ZINC000005833984,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(O)c1-3,5HT2A_HUMAN,HTR2A,6.94,44602,,18783955.0,,CHEMBL1144215,Bioorg. Med. Chem.,2008.0,6.94
ZINC000013535437,CCOc1ccccc1-c1cc(Cl)cc2c1N1CCNCC[C@H]1C2,5HT2A_HUMAN,HTR2A,6.94,5635,,12824036.0,,CHEMBL1136110,Bioorg. Med. Chem. Lett.,2003.0,6.94
ZINC000019360739,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,5HT2A_HUMAN,HTR2A,6.94,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.94
ZINC000038157690,FC(F)(F)c1ccnc(N2CC[C@H]3CNC[C@H]32)n1,5HT2A_HUMAN,HTR2A,6.66,31301,,16546379.0,,CHEMBL1148668,Bioorg. Med. Chem. Lett.,2006.0,6.66
ZINC000045260939,C[C@@H]1CNCCN1c1ccc(=O)n(CCOc2ccccc2Cl)n1,5HT2A_HUMAN,HTR2A,6.94,48939,,19716297.0,,CHEMBL1156026,Bioorg. Med. Chem. Lett.,2009.0,6.94
ZINC000095595382,O=S(=O)(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccc(Cl)cc2c1,5HT2A_HUMAN,HTR2A,6.94,71901,,23279866.0,,CHEMBL2311489,Eur. J. Med. Chem.,2013.0,6.94
ZINC000299831510,OC1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2CCCSc1ccccc1F,5HT2A_HUMAN,HTR2A,6.94,90622,,25070422.0,,CHEMBL3352364,Bioorg. Med. Chem. Lett.,2014.0,6.94
ZINC000001530579,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,5HT2A_HUMAN,HTR2A,6.93,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.93
ZINC000001530580,COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12,5HT2A_HUMAN,HTR2A,6.93,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.93
ZINC000039829605,O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCN3CCCC3)c12,5HT2A_HUMAN,HTR2A,6.93,49345,,19836247.0,,CHEMBL1152674,Bioorg. Med. Chem.,2009.0,6.93
ZINC000058590537,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,5HT2A_HUMAN,HTR2A,6.93,52372,,20655748.0,,CHEMBL1221248,Bioorg. Med. Chem. Lett.,2010.0,6.93
ZINC000064454249,O=C(O)C1=CCCN([C@H]2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1,5HT2A_HUMAN,HTR2A,6.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,6.9
ZINC000072104630,Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(-c4ccc(F)cc4)c3C)CC2)c1C,5HT2A_HUMAN,HTR2A,6.93,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.93
ZINC000013737393,COc1ccc2[nH]cc(CCNCc3ccc(I)cc3)c2c1,5HT2A_HUMAN,HTR2A,6.92,12369,,8027974.0,,CHEMBL1127846,J. Med. Chem.,1994.0,6.92
ZINC000026835090,CC(C)Oc1ccccc1Cc1c(N)nc(SCCN2CCN(Cc3cccc(C(F)(F)F)c3)CC2)nc1N,5HT2A_HUMAN,HTR2A,6.92,5163,,12372510.0,,CHEMBL1134934,Bioorg. Med. Chem. Lett.,2002.0,6.92
ZINC000040937033,Cc1cccc(-c2c(O)c(O)cc3c2CCN(C)C[C@H]3c2cccc(C)c2)c1,5HT2A_HUMAN,HTR2A,6.92,44697,,18835172.0,,CHEMBL1142503,Bioorg. Med. Chem.,2008.0,6.92
ZINC000040937035,Cc1cccc(-c2c(O)c(O)cc3c2CCN(C)C[C@@H]3c2cccc(C)c2)c1,5HT2A_HUMAN,HTR2A,6.92,44697,,18835172.0,,CHEMBL1142503,Bioorg. Med. Chem.,2008.0,6.92
ZINC000045337614,Cn1ncc(Br)c1-c1cccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)c1,5HT2A_HUMAN,HTR2A,6.92,49664,,20143782.0,,CHEMBL1157565,J. Med. Chem.,2010.0,6.92
ZINC000073239717,Fc1ccc(OCCCN2CCC(c3ccc(Cl)cc3)CC2)cc1,5HT2A_HUMAN,HTR2A,6.92,60894,,22245230.0,,CHEMBL1938349,Bioorg. Med. Chem.,2012.0,6.92
ZINC000096908038,O=C1c2c(Cl)cccc2C[C@@H]2CNCCN12,5HT2A_HUMAN,HTR2A,6.92,74039,,23683593.0,,CHEMBL2396562,Bioorg. Med. Chem. Lett.,2013.0,6.92
ZINC000028528263,Cc1[nH]c2cccc(O)c2c1CCN(C)C,5HT2A_HUMAN,HTR2A,6.91,30060,,16061378.0,,CHEMBL1142853,Bioorg. Med. Chem. Lett.,2005.0,6.91
ZINC000040849099,COc1cccc2c1Cc1ccccc1[C@@H]2CN,5HT2A_HUMAN,HTR2A,6.91,45779,,18774714.0,,CHEMBL1141706,Bioorg. Med. Chem. Lett.,2008.0,6.91
ZINC000040849101,COc1cccc2c1Cc1ccccc1[C@H]2CN,5HT2A_HUMAN,HTR2A,6.91,45779,,18774714.0,,CHEMBL1141706,Bioorg. Med. Chem. Lett.,2008.0,6.91
ZINC000058576549,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1cccc2ccccc12,5HT2A_HUMAN,HTR2A,6.91,52372,,20655748.0,,CHEMBL1221248,Bioorg. Med. Chem. Lett.,2010.0,6.91
ZINC000095587208,O=C1N[C@H]2CNC[C@@H]2c2cccc(Cl)c21,5HT2A_HUMAN,HTR2A,6.91,72339,,23177783.0,,CHEMBL2331262,Bioorg. Med. Chem. Lett.,2013.0,6.91
ZINC000169341659,CN1CCC(c2cccc3cc(S(=O)(=O)c4ccccn4)cnc23)CC1,5HT2A_HUMAN,HTR2A,6.91,83031,,,10.1021/ml500045k,CHEMBL3259709,ACS Med. Chem. Lett.,2014.0,6.91
ZINC000000000565,Cc1ccccc1[C@H](OCCN(C)C)c1ccccc1,5HT2A_HUMAN,HTR2A,6.9,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.9
ZINC000000155269,Cc1ccccc1[C@@H](OCCN(C)C)c1ccccc1,5HT2A_HUMAN,HTR2A,6.9,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.9
ZINC000003812888,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,5HT2A_HUMAN,HTR2A,6.9,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.9
ZINC000003871832,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,5HT2A_HUMAN,HTR2A,6.9,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,6.9
ZINC000013740932,O[C@H](c1ccc(F)cc1)C1CCN(CCCCc2ccccc2)CC1,5HT2A_HUMAN,HTR2A,6.9,16293,,11170639.0,,CHEMBL1134342,J. Med. Chem.,2001.0,6.9
ZINC000013740933,O[C@@H](c1ccc(F)cc1)C1CCN(CCCCc2ccccc2)CC1,5HT2A_HUMAN,HTR2A,6.9,16293,,11170639.0,,CHEMBL1134342,J. Med. Chem.,2001.0,6.9
ZINC000013779424,Cc1ccc2c(c1Br)CCN2C(=O)Nc1cccnc1,5HT2A_HUMAN,HTR2A,6.9,51779,,20570529.0,10.1016/j.bmc.2010.05.017,CHEMBL1177649,Bioorg. Med. Chem.,2010.0,6.9
ZINC000045291246,O=C1C[C@@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2nc(-c3ccccc3)ncc21,5HT2A_HUMAN,HTR2A,6.9,48478,,19796944.0,,CHEMBL1154195,Bioorg. Med. Chem. Lett.,2009.0,6.9
ZINC000045291249,O=C1C[C@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2nc(-c3ccccc3)ncc21,5HT2A_HUMAN,HTR2A,6.9,48478,,19796944.0,,CHEMBL1154195,Bioorg. Med. Chem. Lett.,2009.0,6.9
ZINC000058581985,Cc1cn2c(n1)C(N1CCN(CC(C)(C)C(=O)O)CC1)=Cc1ccccc1C2,5HT2A_HUMAN,HTR2A,6.9,52414,,20674357.0,,CHEMBL1221290,Bioorg. Med. Chem. Lett.,2010.0,6.9
ZINC000064446714,O=C(O)C1CCN([C@H]2CC[C@@]3(C2)C(=O)c2cc(F)ccc2Sc2ccccc23)CC1,5HT2A_HUMAN,HTR2A,6.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,6.9
ZINC000064446716,O=C(O)C1CCN([C@H]2CC[C@]3(C2)C(=O)c2cc(F)ccc2Sc2ccccc23)CC1,5HT2A_HUMAN,HTR2A,6.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,6.9
ZINC000064446718,O=C(O)C1CCN([C@@H]2CC[C@@]3(C2)C(=O)c2cc(F)ccc2Sc2ccccc23)CC1,5HT2A_HUMAN,HTR2A,6.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,6.9
ZINC000064446720,O=C(O)C1CCN([C@@H]2CC[C@]3(C2)C(=O)c2cc(F)ccc2Sc2ccccc23)CC1,5HT2A_HUMAN,HTR2A,6.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,6.9
ZINC000064548450,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4COC5)CC3)cc21,5HT2A_HUMAN,HTR2A,6.9,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,6.9
ZINC000072104653,CCCc1nc(C(=O)NC[C@H](O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(OC)cc1,5HT2A_HUMAN,HTR2A,6.9,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.9
ZINC000072104654,CCCc1nc(C(=O)NC[C@@H](O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(OC)cc1,5HT2A_HUMAN,HTR2A,6.9,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.9
ZINC000072106720,Cc1c(Cl)cccc1N1CCN(C[C@H](O)CNC(=O)c2nc(C)n(-c3ccc4c(c3)OCCO4)c2C)CC1,5HT2A_HUMAN,HTR2A,6.9,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.9
ZINC000169322310,Cc1nc2c(o1)C[C@@H](CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O,5HT2A_HUMAN,HTR2A,6.9,81840,,,10.1039/C1MD00202C,CHEMBL3217716,MedChemComm,2011.0,6.9
ZINC000169322311,Cc1nc2c(o1)C[C@H](CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O,5HT2A_HUMAN,HTR2A,6.9,81840,,,10.1039/C1MD00202C,CHEMBL3217716,MedChemComm,2011.0,6.9
ZINC000028529572,O=C(N[C@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C1)c1ccc(-c2cccs2)cc1,5HT2A_HUMAN,HTR2A,6.89,30407,,16168646.0,,CHEMBL1141940,Bioorg. Med. Chem. Lett.,2005.0,6.89
ZINC000029060825,Fc1ccc2c(c1Cl)CCNCC2,5HT2A_HUMAN,HTR2A,6.89,39202,,18083579.0,,CHEMBL1144676,Bioorg. Med. Chem.,2008.0,6.89
ZINC000029126422,Fc1ccc(-c2nc(Cc3ccccc3)nc3c2CNCCC3)cc1,5HT2A_HUMAN,HTR2A,6.89,38413,,18282705.0,,CHEMBL1141597,Bioorg. Med. Chem. Lett.,2008.0,6.89
ZINC000035940559,O=C1N[C@H]2CCNCCN2c2cccc(Cl)c21,5HT2A_HUMAN,HTR2A,6.89,49854,,20022752.0,,CHEMBL1158511,Bioorg. Med. Chem. Lett.,2010.0,6.89
ZINC000045255093,O=c1[nH]c2cccc(N3CCN(C[C@@H]4CCc5[nH]c6ccc(F)cc6c5C4)CC3)c2o1,5HT2A_HUMAN,HTR2A,6.89,48944,,19720528.0,,CHEMBL1156031,Bioorg. Med. Chem. Lett.,2009.0,6.89
ZINC000045255095,O=c1[nH]c2cccc(N3CCN(C[C@H]4CCc5[nH]c6ccc(F)cc6c5C4)CC3)c2o1,5HT2A_HUMAN,HTR2A,6.89,48944,,19720528.0,,CHEMBL1156031,Bioorg. Med. Chem. Lett.,2009.0,6.89
ZINC000045336668,O=C1N[C@@H]2CCNCCN2c2cccc(Cl)c21,5HT2A_HUMAN,HTR2A,6.89,49854,,20022752.0,,CHEMBL1158511,Bioorg. Med. Chem. Lett.,2010.0,6.89
ZINC000049054304,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C,5HT2A_HUMAN,HTR2A,6.89,50497,,20149649.0,,CHEMBL1154983,Bioorg. Med. Chem. Lett.,2010.0,6.89
ZINC000138755589,CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(Cl)c2)C1,5HT2A_HUMAN,HTR2A,6.89,91105,,25703249.0,,CHEMBL3400036,Bioorg. Med. Chem.,2015.0,6.89
ZINC000003927092,CN(C)CCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,5HT2A_HUMAN,HTR2A,6.88,48756,,19523834.0,,CHEMBL1155250,Bioorg. Med. Chem.,2009.0,6.88
ZINC000005966958,CN1CCc2ccc(O)cc2[C@H](c2ccccc2)C1,5HT2A_HUMAN,HTR2A,6.88,90633,,25076379.0,,CHEMBL3351966,Eur. J. Med. Chem.,2014.0,6.88
ZINC000005966959,CN1CCc2ccc(O)cc2[C@@H](c2ccccc2)C1,5HT2A_HUMAN,HTR2A,6.88,90633,,25076379.0,,CHEMBL3351966,Eur. J. Med. Chem.,2014.0,6.88
ZINC000013782221,N[C@H]1C[C@@H]1c1c[nH]c2ccccc12,5HT2A_HUMAN,HTR2A,6.88,14744,,9836617.0,,CHEMBL1131336,J. Med. Chem.,1998.0,6.88
ZINC000049054310,Cc1cccc(N2CCN(CCCNC(=O)c3cc(-c4ccccc4)n(N4CCCCC4)c3C)CC2)c1C,5HT2A_HUMAN,HTR2A,6.88,50497,,20149649.0,,CHEMBL1154983,Bioorg. Med. Chem. Lett.,2010.0,6.88
ZINC000072104792,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccccc1,5HT2A_HUMAN,HTR2A,6.88,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.88
ZINC000084635975,Clc1ccc2c(c1)N=C(N1CCNCC1)c1cccnc1O2,5HT2A_HUMAN,HTR2A,6.88,61850,,22268448.0,,CHEMBL2021876,J. Med. Chem.,2012.0,6.88
ZINC000084724332,Clc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)cc1,5HT2A_HUMAN,HTR2A,6.88,62139,,22520153.0,,CHEMBL2034919,Eur. J. Med. Chem.,2012.0,6.88
ZINC000003973655,Cc1ccccc1-c1cccc2c1N1CCNCC[C@@H]1C2,5HT2A_HUMAN,HTR2A,6.87,5635,,12824036.0,,CHEMBL1136110,Bioorg. Med. Chem. Lett.,2003.0,6.87
ZINC000006733457,C[C@@H]1CNCCc2ccc(Cl)c(Cl)c21,5HT2A_HUMAN,HTR2A,6.66,20859,,15713408.0,,CHEMBL1142018,Bioorg. Med. Chem. Lett.,2005.0,6.66
ZINC000013535458,Cc1ccccc1-c1cccc2c1N1CCNCC[C@H]1C2,5HT2A_HUMAN,HTR2A,6.87,5635,,12824036.0,,CHEMBL1136110,Bioorg. Med. Chem. Lett.,2003.0,6.87
ZINC000013982541,Cc1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2,5HT2A_HUMAN,HTR2A,6.87,30866,,16361098.0,,CHEMBL1139653,Bioorg. Med. Chem. Lett.,2006.0,6.87
ZINC000045369100,COc1ccc(S(=O)(=O)N(CCCN2CCN(c3ccccc3)CC2)CC2CC2)cc1,5HT2A_HUMAN,HTR2A,6.87,49591,,20096593.0,,CHEMBL1156889,Bioorg. Med. Chem.,2010.0,6.87
ZINC000058538117,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cc(F)ccc3F)CC2)c1C,5HT2A_HUMAN,HTR2A,6.87,52205,,20637635.0,,CHEMBL1212860,Bioorg. Med. Chem.,2010.0,6.87
ZINC000066111715,CCNc1c2c(nc3ccnn13)CCNCC2,5HT2A_HUMAN,HTR2A,6.86,54712,,21146986.0,,CHEMBL1641370,Bioorg. Med. Chem. Lett.,2011.0,6.86
ZINC000072104849,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1OC,5HT2A_HUMAN,HTR2A,6.86,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,6.86
ZINC000013436937,c1ccc2c(c1)Cc1ccccc1N1O[C@H](CN3CCOCC3)C[C@@H]21,5HT2A_HUMAN,HTR2A,6.85,5104,,11755364.0,,CHEMBL1135380,Bioorg. Med. Chem. Lett.,2002.0,6.85
ZINC000013436943,c1ccc2c(c1)Cc1ccccc1N1O[C@H](CN3CCOCC3)C[C@H]21,5HT2A_HUMAN,HTR2A,6.85,5104,,11755364.0,,CHEMBL1135380,Bioorg. Med. Chem. Lett.,2002.0,6.85
ZINC000013436947,c1ccc2c(c1)Cc1ccccc1N1O[C@@H](CN3CCOCC3)C[C@H]21,5HT2A_HUMAN,HTR2A,6.85,5104,,11755364.0,,CHEMBL1135380,Bioorg. Med. Chem. Lett.,2002.0,6.85
ZINC000013535504,Fc1ccccc1-c1cc(Cl)cc2c1N1CCNCC[C@H]1C2,5HT2A_HUMAN,HTR2A,6.85,5635,,12824036.0,,CHEMBL1136110,Bioorg. Med. Chem. Lett.,2003.0,6.85
ZINC000013535509,Fc1ccccc1-c1cc(Cl)cc2c1N1CCNCC[C@@H]1C2,5HT2A_HUMAN,HTR2A,6.85,5635,,12824036.0,,CHEMBL1136110,Bioorg. Med. Chem. Lett.,2003.0,6.85
ZINC000013557324,CN(C)[C@@H]1Cc2ccccc2[C@@H](c2ccc(F)cc2)C1,5HT2A_HUMAN,HTR2A,6.85,91105,,25703249.0,,CHEMBL3400036,Bioorg. Med. Chem.,2015.0,6.85
ZINC000013737396,COc1ccc2[nH]cc(CCNCc3ccc([N+](=O)[O-])cc3)c2c1,5HT2A_HUMAN,HTR2A,6.85,12369,,8027974.0,,CHEMBL1127846,J. Med. Chem.,1994.0,6.85
ZINC000013779784,COc1ccc(N2CCN(CC[C@@H]3OCCc4cc(C(N)=O)ccc43)CC2)cc1,5HT2A_HUMAN,HTR2A,6.85,14447,,9632349.0,,CHEMBL1131250,J. Med. Chem.,1998.0,6.85
