Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,relation_clean,pKi_numeric
CHEMBL4129562,,,438.5,0.0,4.03,3a,CC(=O)c1c(OCCCN2CCN(c3ccccc3F)CC2)ccc2c(C)cc(=O)oc12,Ki,'=',27.0,nM,7.57,,,UO_0000065,17.26,0.32,3.54,12.02,0,CHEMBL4119507,Displacement of [3H]-ketanserin from human 5-HT2A receptor expressed in CHO-K1 cell membranes after 60 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4118064,1,Scientific Literature,Eur J Med Chem,2017.0,,,=,7.57
CHEMBL4459485,,,449.56,1.0,5.05,14c,COc1ccc2c(c1)c(-c1nc(N)sc1C)cn2S(=O)(=O)c1cccc2ccccc12,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4354012,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in CHOK1 cells incubated for 1 hr by liquid scintillation counter method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4351001,1,Scientific Literature,Eur J Med Chem,2019.0,,,,
CHEMBL3325901,,,268.36,0.0,2.59,12,CN1CCc2cc(N)c(O)cc2C(c2ccccc2)C1,Ki,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL3364547,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cell membranes by liquid scintillation counting based competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351966,1,Scientific Literature,Eur J Med Chem,2014.0,CHEMBL3307715,,>,
CHEMBL3325905,,,392.93,1.0,5.28,13b,CN1CCc2cc(NCc3cccc(Cl)c3)c(O)cc2C(c2ccccc2)C1,Ki,'=',10.3,nM,7.99,,,UO_0000065,20.33,0.39,2.71,22.5,0,CHEMBL3364547,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cell membranes by liquid scintillation counting based competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351966,1,Scientific Literature,Eur J Med Chem,2014.0,CHEMBL3307715,,=,7.99
CHEMBL4544583,,,439.0,0.0,4.72,22,CCc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,Ki,'=',5.22,nM,8.28,,,UO_0000065,18.87,0.36,3.56,16.12,0,CHEMBL4429162,Displacement of [125I]DOI from 5-HT2A receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4428060,1,Scientific Literature,J Med Chem,2016.0,,,=,8.28
CHEMBL145939,,,365.45,0.0,3.45,1a,O=S(=O)(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1,Ki,'=',0.33,nM,9.48,,,UO_0000065,25.94,0.52,6.03,25.37,0,CHEMBL828082,Binding affinity against human 5-hydroxytryptamine 2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142766,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,=,9.48
CHEMBL2179673,,,443.55,0.0,4.76,12h,Cn1cc2c(OCC3CCN(CCc4ccccc4C(=O)O)CC3)nc3ccccc3c2c1,Ki,'=',794.33,nM,6.1,,,UO_0000065,13.75,0.25,1.34,9.03,0,CHEMBL2184355,Displacement of [3H]ketanserin from human 5HT2AR expressed in CHOK1 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2176961,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3307512,,=,6.1
CHEMBL1224102,,,262.31,0.0,2.1,13,CCCNC(=O)N1OCC2COc3ccccc3C21,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL1225549,Displacement of [3H]Ketanserin from human 5HT2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1221330,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,>,
CHEMBL148058,,,408.47,0.0,2.54,31,NC(=O)c1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,Ki,'=',0.52,nM,9.28,,,UO_0000065,22.73,0.45,6.74,11.54,0,CHEMBL617075,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135811,1,Scientific Literature,J Med Chem,2002.0,CHEMBL3308072,,=,9.28
CHEMBL1222553,,,338.41,0.0,1.84,8,O=C(O)CCN1CCN(C2=Cc3ccccc3Cn3ccnc32)CC1,Ki,'=',316.23,nM,6.5,,,UO_0000065,,,,,0,CHEMBL1227642,Antagonist activity at human 5HT2A receptor expressed in HEK cells assessed as intracellular calcium luminescence by aequorin assay,F,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1221290,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,CHEMBL3307715,,=,6.5
CHEMBL357883,,,345.44,0.0,1.88,21,COc1ccc2c(c1)CCC1(CCN(CCN3CCNC3=O)CC1)O2,Ki,'=',970.0,nM,6.01,,,UO_0000065,17.41,0.33,4.13,11.13,0,CHEMBL617075,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135811,1,Scientific Literature,J Med Chem,2002.0,CHEMBL3308072,,=,6.01
CHEMBL4859722,,,470.53,0.0,2.95,10,O=C(O)C(=O)O.O=C1CCc2cc(OCCCN3CCCN(c4ccccn4)CC3)ccc2N1,Ki,'=',1132.0,nM,5.95,,,UO_0000065,15.63,0.29,3.0,10.31,0,CHEMBL4815623,Displacement of [3H]-Ketanserin from human 5-HT2A receptor incubated for 1 hr by liquid scintillation counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4813955,1,Scientific Literature,Eur J Med Chem,2021.0,,TIME = 1.0 hr,=,5.95
CHEMBL198599,,,404.51,0.0,3.95,4j,Cc1cc(CCN2CCN(c3noc4ccccc34)CC2)c2c(c1)C(C)CC(=O)N2,Ki,'=',0.28,nM,9.55,,,UO_0000065,23.62,0.43,5.6,15.51,0,CHEMBL872403,Binding affinity for 5-hydroxytryptamine 2A receptor expressed in 3T3 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140391,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3307716,,=,9.55
CHEMBL4646559,,,272.76,0.0,1.04,25,O=S1(=O)CCN2CCNCc3ccc(Cl)c1c32,Ki,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4617358,"Displacement of [125I]-1,4-Iodanyl-2,5-dimethoxyphenyl)propan-2amine from 5HT2A receptor (unknown origin)",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4616608,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,>,
CHEMBL4867978,,,467.59,0.0,4.49,4w,Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCOCC5)cc4)CC3)noc2c1,Ki,'=',8.4,nM,8.08,,,UO_0000065,17.27,0.32,3.59,15.84,0,CHEMBL4821055,Binding affinity to 5-HT2A receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4819047,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,,,=,8.08
CHEMBL1788231,,,400.59,0.0,4.51,(R)-5,CC1CCN(CC[C@H]2CCCCN2S(=O)(=O)c2cccc3ccccc23)CC1,Ki,'<',2511.89,nM,,,,UO_0000065,,,,,0,CHEMBL616875,Binding affinity towards 5-hydroxytryptamine 2A receptor (human cloned receptor) in HEK 293 cells using [3H]ketanserin as radioligand.,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133573,1,Scientific Literature,J Med Chem,2000.0,CHEMBL3307715,,<,
CHEMBL4218679,,,213.33,0.0,1.99,23,C[C@@H]1SC(c2ccsc2)=N[C@H]1CO,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4192993,Displacement of [3H]Ketanserin from 5-HT2A (unknown origin) receptor after 90 mins by microbeta scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190286,1,Scientific Literature,J Nat Prod,2017.0,,,>,
CHEMBL3814708,,,482.02,1.0,5.81,9b,COc1ccc(CCN(CCCc2ccc(Cl)cc2)CCc2ccc3c(c2)OCO3)cc1OC,Ki,'=',365.0,nM,6.44,,,UO_0000065,13.36,0.26,0.63,16.03,0,CHEMBL3816812,Displacement of [3H]ketanserin from human 5-HT2A receptor measured after 90 mins by microbeta scintillation counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3813700,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,=,6.44
CHEMBL244946,,,537.74,2.0,5.63,35,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1,Ki,'>',3981.07,nM,,,,UO_0000065,,,,,0,CHEMBL895511,Antagonist activity at human 5HT2A receptor,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148818,1,Scientific Literature,J Med Chem,2007.0,,,>,
CHEMBL275343,,,410.95,0.0,4.32,16,O=C(c1ccc(Cl)cc1)C1CCN(CCN2CCCc3ccccc3C2=O)CC1,Ki,'=',77.62,nM,7.11,,,UO_0000065,17.3,0.33,2.79,17.5,0,CHEMBL617254,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136643,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,=,7.11
CHEMBL3695355,,,412.57,0.0,4.71,BDBM138398,COCCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4occc34)CC2)CC1,Ki,'=',7.1,nM,8.15,,272530,UO_0000065,19.75,0.37,3.44,14.89,0,CHEMBL3707859,"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 ug protein/well (D2, D3) and 15 ug protein/well (5-HT2A), respectively.The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ul with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 uM-0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3638568,37,BindingDB Database,,2014.0,,,=,8.15
CHEMBL300232,,,414.39,1.0,5.19,6,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3c2cccc3C(F)(F)F)cn1,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL616879,Binding affinity towards human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by displacement of [3H]ketanserin,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133064,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,CHEMBL3307715,,>,
CHEMBL267744,TICRYNAFEN,4.0,331.18,0.0,3.75,TICRYNAFEN,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,
CHEMBL4217810,,,223.3,0.0,1.63,4,C[C@H]1SC(c2ccccc2O)=N[C@H]1CO,Ki,'>',10.0,nM,,,,UO_0000065,,,,,0,CHEMBL4192993,Displacement of [3H]Ketanserin from 5-HT2A (unknown origin) receptor after 90 mins by microbeta scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190286,1,Scientific Literature,J Nat Prod,2017.0,,,>,
CHEMBL351708,,,377.49,0.0,3.3,(+)-27,Nc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCO3,Ki,'=',1.6,nM,8.8,,,UO_0000065,23.3,0.43,5.5,14.96,0,CHEMBL617346,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144968,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,=,8.8
CHEMBL2096711,,,188.27,0.0,1.41,5,C[C@H]1CNC[C@@H]2Cc3ccccc3N21,Ki,'=',430.0,nM,6.37,,,UO_0000065,33.82,0.62,4.96,41.69,0,CHEMBL829616,Binding affinity toward 5-HT2A receptor evaluated by displacement of [125I]DOI radioligand ,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142762,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,=,6.37
CHEMBL95823,,,487.05,1.0,5.01,6p,Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN[C@@H](C)C4)c3c2)sc2ccc(Cl)cc12,Ki,'<',2511.89,nM,,,,UO_0000065,,,,,0,CHEMBL617253,Binding affinity to human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]- ketanserin as radioligand,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134724,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,CHEMBL3307715,,<,
CHEMBL83894,FANANSERIN,-1.0,425.53,0.0,3.7,"12, Fenanserin",O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,Ki,'=',0.04,nM,10.4,,,UO_0000065,24.44,0.47,6.7,23.71,1,CHEMBL617085,Binding affinity for human 5-hydroxytryptamine 2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134342,1,Scientific Literature,J Med Chem,2001.0,,,=,10.4
CHEMBL3946995,,,438.6,0.0,4.39,9j,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccco1,Ki,'=',0.23,nM,9.64,,,UO_0000065,21.98,0.42,5.25,15.64,0,CHEMBL3872758,Displacement of [3H]ketanserin from recombinant human 5-HT2A receptor expressed in HEK293 cell membranes after 60 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3872208,1,Scientific Literature,Eur J Med Chem,2016.0,CHEMBL3307715,,=,9.64
CHEMBL4584746,,,412.45,0.0,3.67,10k,CC(=O)Nc1nc(C)c(-c2cn(S(=O)(=O)c3ccccc3)c3ccc(F)cc23)[nH]1,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4354012,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in CHOK1 cells incubated for 1 hr by liquid scintillation counter method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4351001,1,Scientific Literature,Eur J Med Chem,2019.0,,,>,
CHEMBL490533,CANADINE,,339.39,0.0,3.09,17c,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,Ki,,,,,,Not Determined,,,,,,0,CHEMBL2343277,Displacement of [3H]Ketanserin from 5-HT2A receptor (unknown origin) expressed in HEK293 cells by liquid scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2331343,1,Scientific Literature,Bioorg Med Chem,2013.0,CHEMBL3307715,,,
CHEMBL595457,,,342.46,0.0,3.54,18f,CC(C)NCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,Ki,'=',110.0,nM,6.96,,,UO_0000065,20.32,0.4,3.42,11.23,0,CHEMBL1043359,Inhibition of [3H]ketanserin binding to human 5HT2A receptor expressed in CHO cells after 1 hr by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1152674,1,Scientific Literature,Bioorg Med Chem,2009.0,CHEMBL3308072,,=,6.96
CHEMBL595252,,,368.5,0.0,4.03,18i,O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCN3CCCCC3)c12,Ki,'=',59.0,nM,7.23,,,UO_0000065,19.62,0.38,3.2,13.6,0,CHEMBL1043359,Inhibition of [3H]ketanserin binding to human 5HT2A receptor expressed in CHO cells after 1 hr by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1152674,1,Scientific Literature,Bioorg Med Chem,2009.0,CHEMBL3308072,,=,7.23
CHEMBL383530,,,383.44,0.0,4.14,12b,O=S(=O)(c1cccc(F)c1)N1CCC(CCc2ccc(F)cc2F)CC1,Ki,'=',14.0,nM,7.85,,,UO_0000065,20.48,0.41,3.71,21.01,0,CHEMBL861444,Binding affinity to human 5HT2A,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148517,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,=,7.85
CHEMBL327651,,,293.41,0.0,3.77,16c,CN(C)C[C@@H]1C[C@H]2c3ccccc3Cc3ccccc3[C@@H]2O1,Ki,'=',104.0,nM,6.98,,,UO_0000065,23.8,0.43,3.21,56.0,0,CHEMBL617062,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,B,BAO_0000219,cell-based format,,,,L929,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149209,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,CHEMBL3307946,,=,6.98
CHEMBL7257,5-MEO-DMT,1.0,218.3,0.0,2.28,4,COc1ccc2[nH]cc(CCN(C)C)c2c1,Ki,'=',15.0,nM,7.82,,,UO_0000065,35.84,0.67,5.54,27.69,1,CHEMBL617384,Affinity against 5-hydroxytryptamine 2A receptor (D) labeled with [125I]DOI.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127846,1,Scientific Literature,J Med Chem,1994.0,,,=,7.82
CHEMBL351247,,,411.55,0.0,4.15,(-)22,Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCS3,Ki,'=',1.5,nM,8.82,,,UO_0000065,21.44,0.42,4.67,17.8,0,CHEMBL617346,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144968,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,=,8.82
CHEMBL12713,SERTINDOLE,4.0,440.95,0.0,4.63,sertindole,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,Ki,'=',0.85,nM,9.07,,,UO_0000065,20.57,0.4,4.44,22.39,0,CHEMBL617083,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149193,1,Scientific Literature,J Med Chem,2004.0,,,=,9.07
CHEMBL354951,,,273.32,0.0,3.84,5,Cc1cc(NC(=O)Nc2ccc3sccc3c2)on1,Ki,'<',6309.57,nM,,,,UO_0000065,,,,,0,CHEMBL617401,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128263,1,Scientific Literature,J Med Chem,1995.0,CHEMBL3307715,,<,
CHEMBL439849,VILAZODONE,4.0,441.54,0.0,4.03,"2, Viibryd",N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL2037808,Displacement of [3H]Ketanserin from human 5HT2A receptor by liquid scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2034919,1,Scientific Literature,Eur J Med Chem,2012.0,,,,
CHEMBL38409,,,448.59,0.0,4.27,1h,O=C1c2ccccc2C(=O)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1,Ki,'=',24.0,nM,7.62,,,UO_0000065,16.99,0.33,3.35,13.43,0,CHEMBL4629188,Displacement of [3H]-ketanserin from recombinant human 5HT2A receptor expressed in CHOK1 cell membranes measured after 1 hr by microbeta counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4627360,1,Scientific Literature,Bioorg Med Chem,2020.0,CHEMBL3307512,,=,7.62
CHEMBL4643450,,,436.58,0.0,4.59,1j,O=c1oc2ccccc2n1CCCCCCN1CCN(c2nsc3ccccc23)CC1,Ki,'=',6.0,nM,8.22,,,UO_0000065,18.83,0.36,3.63,15.08,0,CHEMBL4629188,Displacement of [3H]-ketanserin from recombinant human 5HT2A receptor expressed in CHOK1 cell membranes measured after 1 hr by microbeta counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4627360,1,Scientific Literature,Bioorg Med Chem,2020.0,CHEMBL3307512,,=,8.22
CHEMBL4644906,,,464.64,0.0,4.94,1l,O=C1CCc2cc(OCCCCCCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,Ki,'=',20.0,nM,7.7,,,UO_0000065,16.57,0.32,2.76,13.34,0,CHEMBL4629188,Displacement of [3H]-ketanserin from recombinant human 5HT2A receptor expressed in CHOK1 cell membranes measured after 1 hr by microbeta counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4627360,1,Scientific Literature,Bioorg Med Chem,2020.0,CHEMBL3307512,,=,7.7
CHEMBL4642594,,,506.7,2.0,5.34,1n,O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1,Ki,'=',32.0,nM,7.5,,,UO_0000065,14.79,0.29,2.15,13.21,0,CHEMBL4629188,Displacement of [3H]-ketanserin from recombinant human 5HT2A receptor expressed in CHOK1 cell membranes measured after 1 hr by microbeta counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4627360,1,Scientific Literature,Bioorg Med Chem,2020.0,CHEMBL3307512,,=,7.5
